Town,Box code,Street code,City
BARDENE EXT 20,,1459,BOKSBURG
BARDENE UIT 20,,1459,BOKSBURG
BARDENE EXT 29,,1459,BOKSBURG
BARDENE UIT 29,,1459,BOKSBURG
BARDENE EXT 4,,1459,BOKSBURG
BARDENE UIT 4,,1459,BOKSBURG
BARDENE EXT 5,,1459,BOKSBURG
BARDENE UIT 5,,1459,BOKSBURG
BARKLY EAST,9786,9786,-
BARKLY-OOS,9786,9786,-
BARKLY WEST,8375,8375,-
BARKLY-WES,8375,8375,-
BARLOW PARK,2148,2090,JOHANNESBURG
BARODA,5882,5882,CRADOCK
BARRS FLATS,,4339,
BARRY HERTZOGPARK,2945,,NEWCASTLE
BARRYDALE,6750,6750,-
BARTLETTS,,1459,BOKSBURG
BARTLETTS EXT 10,,1459,BOKSBURG
BARTLETTS UIT 10,,1459,BOKSBURG
BARTLETTS EXT 14,,1459,BOKSBURG
BARTLETTS UIT 14,,1459,BOKSBURG
BARTLETTS EXT 18,,1459,BOKSBURG
BARTLETTS UIT 18,,1459,BOKSBURG
BARTLETTS EXT 44,,1459,BOKSBURG
BARTLETTS UIT 44,,1459,BOKSBURG
BARTLETTS EXT 6,,1459,BOKSBURG
BARTLETTS UIT 6,,1459,BOKSBURG
BARVALE,1202,,NELSPRUIT
BARVALLEN,,1401,GERMISTON
BASEBO,2855,,MAFIKENG
BASHEE BRIDGE,5100,,MTHATHA
BASOTHONG SECTION,,1426,TOKOZA
BASSONIA,2061,2190,JOHANNESBURG
BASSONIA 1,2061,2190,JOHANNESBURG
BASSONIA 2,2061,2190,JOHANNESBURG
BASSONIA ESTATES,2061,2190,
BASSONIA LANDGOED,2061,2190,
BASSONIA EXT 1,2061,2190,JOHANNESBURG
BASSONIA UIT 1,2061,2190,JOHANNESBURG
BASSONIA ROCK EXT 12,,2090,BRAMLEY
BASSONIA ROCK UIT 12,,2090,BRAMLEY
BASTERPAD,0633,,MOKAMOLE
BATAUNG,0357,,MAFIKENG
BATHO,9307,9323,BLOEMFONTEIN
BATHOBATHO,2716,,-
BATHURST,6166,,-
BATLHAROS,8476,,VRYBURG
BATUBATSE,1398,,-
BAVIAANSPOORT,,0186,LYNN EAST
BAWA,4960,,BUTTERWORTH
BAY VIEW,,6520,HARTENBOS
BAYALA,3966,,MKUZE
BAYHEAD,4052,,DURBAN
BAYNESFIELD,3770,,SCOTTSVILLE
BAYRIDGE,,7441,TABLE VIEW
BAYSVILLE,,5241,EAST LONDON
BAYSWATER,,9301,BLOEMFONTEIN
BAYVIEW,4084,4092,CHATSWORTH
BAYVIEW,,7798,STRANDFONTEIN
BAYVIEW MCP,4142,,CHATSWORTH
BAYWATCH,,7798,STRANDFONTEIN
BAZINI,3950,,NONGOMA
BAZIYA,5109,,MTHATHA
BEACH,,4001,DURBAN
BEACH,,5201,EAST LONDON
BEACH BOULEVARD,,7441,MILNERTON
BEACH EST,,7806,HOUT BAY
BEACH LGD,,7806,HOUT BAY
BEACH FRONT,4240,,PORT SHEPSTONE
BEACHVIEW,6011,6070,EMERALD HILL
BEACHWOOD,,4051,DURBAN NORTH
BEACON BAY,5205,5241,EAST LONDON
BEACONBAAI,5205,5241,EAST LONDON
BEACON HILL,,7349,ATLANTIS
BEACON VALLEY,,7785,MITCHELLS PLAIN
BEACONSFIELD,8315,8301,KIMBERLEY
BEACONSFIELD,,1939,VEREENIGING
BEACONVALE,,7500,PAROW
BEAUFORT WEST,6970,6970,-
BEAUFORT-WES,6970,6970,-
BEAUMONT,,9585,PARYS
BEDE,,5321,QUEENSTOWN
BEDELIA,,9459,WELKOM
BEDFORD,5780,5780,-
BEDFORD GARDENS,,2007,JOHANNESBURG
BEDFORDPARK,,2007,JOHANNESBURG
BEDFORDVIEW,2008,2007,JOHANNESBURG
BEDFORDVIEW EXT 3,,2007,-
BEDFORDVIEW UIT 3,,2007,-
BEDFORDVIEW OFFICE PARK,,2007,BEDFORDVIEW
BEDFORDVIEW VILLAGE EXT,,2007,BEDFORDVIEW
BEDFORDVIEW VILLAGE UIT,,2007,BEDFORDVIEW
BEDWANG,0408,,TEMBA
BEDWORTH PARK,1940,1939,VEREENIGING
BEECHAM WOODS,5016,,IDUTYWA
BEESHOEK,,8423,MANCORP MINE
BEESTEKRAAL,0255,,BRITS
BEFULA,2554,,STILFONTEIN
BEIRUT,,2745,MAFIKENG
BEIRUT,,0190,MABOPANE
BEKKERSDAL,1772,1779,WESTONARIA
BELA-BELA,0480,0480,-
BELA-BELA EXT 1,,0480,WARMBATHS
BELA-BELA UIT 1,,0480,WARMBATHS
BELABELA,0481,,-
BELFAST,1100,1100,-
BELFAST EXT,1100,1100,BELFAST
BELFAST UIT,1100,1100,BELFAST
BELFAST EXT 2,1100,1100,BELFAST
BELFAST UIT 2,1100,1100,BELFAST
BELFAST EXT 3,1100,1100,BELFAST
BELFAST UIT 3,1100,1100,BELFAST
BELFORT,,3201,PIETERMARITZBURG
BELGRAVIA,,5201,EAST LONDON
BELGRAVIA,,7530,BELLVILLE
BELGRAVIA,,8301,KIMBERLEY
BELGRAVIA,2043,2094,JOHANNESBURG
BELGRAVIA EST,,7764,ATHLONE
BELGRAVIA LGD,,7764,ATHLONE
BELHAR,7507,7493,CAPE TOWN
BELHAR EXT 10,,7493,BELHAR
BELHAR UIT 10,,7493,BELHAR
BELHAR EXT 13,,7493,BELHAR
BELHAR UIT 13,,7493,BELHAR
BELHAR EXT 14,,7493,BELHAR
BELHAR UIT 14,,7493,BELHAR
BELHAR EXT 15,,7493,BELHAR
BELHAR UIT 15,,7493,BELHAR
BELHAR EXT 16,,7493,BELHAR
BELHAR UIT 16,,7493,BELHAR
BELHAR EXT 17,,7493,BELHAR
BELHAR UIT 17,,7493,BELHAR
BELHAR EXT 18,,7493,BELHAR
BELHAR UIT 18,,7493,BELHAR
BELHAR EXT 19,,7493,BELHAR
BELHAR UIT 19,,7493,BELHAR
BELHAR EXT 20,,7493,BELHAR
BELHAR UIT 20,,7493,BELHAR
BELHAR EXT 21,,7493,BELHAR
BELHAR UIT 21,,7493,BELHAR
BELHAR EXT 22,,7493,BELHAR
BELHAR UIT 22,,7493,BELHAR
BELHAR EXT 23,,7493,BELHAR
BELHAR UIT 23,,7493,BELHAR
BELHAR EXT 6,,7493,BELHAR
BELHAR UIT 6,,7493,BELHAR
BELHAR EXT 7,,7493,BELHAR
BELHAR UIT 7,,7493,BELHAR
BELHAR EXT 9,,7493,BELHAR
BELHAR UIT 9,,7493,BELHAR
BELL,,5605,BISHO
BELL ROCK,5073,,ELLIOTDALE
BELLA CENTURION,7441,,MILNERTON
BELLA VISTA,,7441,MILNERTON
BELLA VISTA,6837,6835,CERES
BELLAIR,4006,4094,DURBAN
BELLAIR EST,,7530,BELLVILLE
BELLAIR LGD,,7530,BELLVILLE
BELLAIR WINELANDS ESTATE,,7130,SOMERSET WEST
BELLAIR WINELANDS LANDGOED,,7130,SOMERSET WEST
BELLAVISTA EST,,2091,JOHANNESBURG
BELLAVISTA LGD,,2091,JOHANNESBURG
BELLAVISTA SOUTH,,2091,JOHANNESBURG
BELLAVISTA-SUID,,2091,JOHANNESBURG
BELLE GLEN,,7130,SOMERSET WEST
BELLE OMBRE,0142,,PRETORIA
BELLE OMBRE,,7806,CONSTANTIA
BELLEVUE,,8801,UPINGTON
BELLEVUE,,3201,PIETERMARITZBURG
BELLEVUE,,2198,JOHANNESBURG
BELLEVUE CENTRAL,,2198,JOHANNESBURG
BELLEVUE SENTRAAL,,2198,JOHANNESBURG
BELLEVUE EAST,,2198,JOHANNESBURG
BELLEVUE-OOS,,2198,JOHANNESBURG
BELLGATE,4400,4399,TONGAAT
BELLRAIL,,7530,BELLVILLE
BELLVIEW,,7655,WELLINGTON
BELLVILLE,7535,7530,CAPE TOWN
BELLVILLE BUSINESS PARK,,7530,BELLVILLE
BELLVILLE EXT 1,,7530,BELLVILLE
BELLVILLE UIT 1,,7530,BELLVILLE
BELLVILLE EXT 22,,7530,BELLVILLE
BELLVILLE UIT 22,,7530,BELLVILLE
BELLVILLE EXT 24,,7530,BELLVILLE
BELLVILLE UIT 24,,7530,BELLVILLE
BELLVILLE EXT 28,,7530,BELLVILLE
BELLVILLE UIT 28,,7530,BELLVILLE
BELLVILLE EXT 38,,7530,BELLVILLE
BELLVILLE UIT 38,,7530,BELLVILLE
BELLVILLE SOUTH,,7530,BELLVILLE
BELLVILLE-SUID,,7530,BELLVILLE
BELMONT,8720,,-
BELMONT PARK,,7570,KRAAIFONTEIN
BELTHORNE EST,,7780,LANSDOWNE
BELTHORNE LGD,,7780,LANSDOWNE
BELVEDERE,,4399,TONGAAT
BELVENIE EST,,7490,MATROOSFONTEIN
BELVENIE LGD,,7490,MATROOSFONTEIN
BELVIDERE,,6571,KNYSNA
BEN KAMMA,,6025,PORT ELIZABETH
BENDOR PARK,0713,0699,POLOKWANE
BENDOR PARK EXT 1,,0699,POLOKWANE
BENDOR PARK UIT 1,,0699,POLOKWANE
BENDOR PARK EXT 17,,0699,POLOKWANE
BENDOR PARK UIT 17,,0699,POLOKWANE
BENDOR PARK EXT 23,,0699,POLOKWANE
BENDOR PARK UIT 23,,0699,POLOKWANE
BENDOR PARK EXT 6,,0699,POLOKWANE
BENDOR PARK UIT 6,,0699,POLOKWANE
BENDOR PARK EXT 7,,0699,POLOKWANE
BENDOR PARK UIT 7,,0699,POLOKWANE
BENDOR PARK EXT 8,,0699,POLOKWANE
BENDOR PARK UIT 8,,0699,POLOKWANE
BENFARM,1220,,NELSPRUIT
BENGU,5411,,LADY FRERE
BENMORE,2010,2196,JOHANNESBURG
BENMORE GARDENS,,2196,JOHANNESBURG
BENMORE GARDENS EXT 1,,2196,JOHANNESBURG
BENMORE GARDENS UIT 1,,2196,JOHANNESBURG
BENMORE GARDENS EXT 2,,2196,JOHANNESBURG
BENMORE GARDENS UIT 2,,2196,JOHANNESBURG
BENMORE GARDENS EXT 3,,2196,JOHANNESBURG
BENMORE GARDENS UIT 3,,2196,JOHANNESBURG
BENNO PARK,,7580,KUILS RIVER
BENONI,1500,1501,-
BENONI EXT 10,,1501,BENONI
BENONI UIT 10,,1501,BENONI
BENONI EXT 17,,1501,BENONI
BENONI UIT 17,,1501,BENONI
BENONI EXT 20,,1501,BENONI
BENONI UIT 20,,1501,BENONI
BENONI EXT 3,,1501,BENONI
BENONI UIT 3,,1501,BENONI
BENONI EXT 37,,1501,BENONI
BENONI UIT 37,,1501,BENONI
BENONI EXT 4,,1501,BENONI
BENONI UIT 4,,1501,BENONI
BENONI EXT 7,,1501,BENONI
BENONI UIT 7,,1501,BENONI
BENONI NORTH,1527,1501,BENONI
BENONI-NOORD,1527,1501,BENONI
BENONI SMALL FARMS,1509,1501,BENONI
BENONI SOUTH,1502,1501,BENONI
BENONI-SUID,1502,1501,BENONI
BENONI WEST,1503,1501,BENONI
BENONI-WES,1503,1501,BENONI
BENORYN,1504,,BENONI
BENROSE,2011,2094,JOHANNESBURG
BENSONVALE,9764,9764,-
BERARIO,,2195,JOHANNESBURG
BERDSIG,,6525,GREAT BRAK RIVER
BEREA,,2198,JOHANNESBURG
BEREA,,4001,DURBAN
BEREA,,5241,EAST LONDON
BEREA NORTH,,2198,JOHANNESBURG
BEREA-NOORD,,2198,JOHANNESBURG
BEREA PARK,,0002,PRETORIA
BEREA ROAD,4007,,DURBAN
BEREAWEG,4007,,DURBAN
BEREA WEST,,3629,WESTVILLE
BEREA-WES,,3629,WESTVILLE
BEREAVILLE,7232,,CALEDON
BERG EN DAL,7806,,HOUT BAY
BERG EN DAL,,6280,GRAAFF-REINET
BERG EN DAL,,7655,WELLINGTON
BERG EN DAL ESTATE,,7806,
BERG EN DAL LANDGOED,,7806,
BERGBRON,1712,1709,FLORIDA
BERGBRON EXT 1,,1709,FLORIDA
BERGBRON UIT 1,,1709,FLORIDA
BERGBRON EXT 12,,1709,FLORIDA
BERGBRON UIT 12,,1709,FLORIDA
BERGBRON EXT 19,,1709,FLORIDA
BERGBRON UIT 19,,1709,FLORIDA
BERGBRON EXT 2,,1709,FLORIDA
BERGBRON UIT 2,,1709,FLORIDA
BERGBRON EXT 3,,1709,FLORIDA
BERGBRON UIT 3,,1709,FLORIDA
BERGBRON EXT 4,,1709,FLORIDA
BERGBRON UIT 4,,1709,FLORIDA
BERGBRON EXT 8,,1709,FLORIDA
BERGBRON UIT 8,,1709,FLORIDA
BERGBRON EXT 9,,1709,FLORIDA
BERGBRON UIT 9,,1709,FLORIDA
BERGENDAL EST,,7806,HOUT BAY
BERGENDAL LGD,,7806,HOUT BAY
BERGMANSHOOGTE,9970,9970,PHILIPPOLIS
BERGNEK,0707,,POLOKWANE
BERGSHOOP,,7550,DURBANVILLE
BERGSIG,8240,8240,SPRINGBOK
BERGSIG,1442,1441,HEIDELBERG
BERGSIG,,6900,LAINGSBURG
BERGSIG,,9701,BETHLEHEM
BERGSIG,,6529,GEORGE
BERGSIG,,7230,CALEDON
BERGSIG,,6120,KIRKWOOD
BERGSIG,,5319,QUEENSTOWN
BERGSIG,,6660,CALITZDORP
BERGSIG,,9880,HARRISMITH
BERGSIG,,7550,DURBANVILLE
BERGSIG,,6720,MONTAGU
BERGSIG,,6850,WORCESTER
BERGSIG EXT 9,1442,,HEIDELBERG
BERGSIG UIT 9,1442,,HEIDELBERG
BERGSTROOM,,7530,BELLVILLE
BERGVILLE,3350,,
BERGVLEI,2012,2090,JOHANNESBURG
BERGVLIET,7864,7945,CAPE TOWN
BERGZICHT,7460,7460,GOODWOOD
BERKSHIRE DOWNS,,3610,PINETOWN
BERLIN,5660,5660,-
BERLIN SOUTH,5660,5660,-
BERLIN-SUID,5660,5660,-
BERNADINO HEIGHTS,,7570,KRAAIFONTEIN
BEROMA,,7530,BELLVILLE
BERTHING TERMINAL,4139,,BLUFF
BERTIEVALE,4743,,QUEEN'S MERCY
BERTON PARK,,1459,BOKSBURG
BERTON PARK EXT 1,,1459,BOKSBURG
BERTON PARK UIT 1,,1459,BOKSBURG
BERTRAMS,,2094,JOHANNESBURG
BERTSHAM,2013,2190,JOHANNESBURG
BESTAR HOMES,1519,,DAVEYTON
BESTER,,1020,BRONKHORSTSPRUIT
BESTERS,3371,,LADYSMITH
BESTERS,,4309,INANDA
BETHAL,2310,2309,-
BETHAL EXT 1,,2309,BETHAL
BETHAL UIT 1,,2309,BETHAL
BETHANIE,0270,,BRITS
BETHELSDORP,6003,6059,PORT ELIZABETH
BETHELSDORP EXT 10,,6059,PORT ELIZABETH
BETHELSDORP UIT 10,,6059,PORT ELIZABETH
BETHELSDORP EXT 17,,6059,PORT ELIZABETH
BETHELSDORP UIT 17,,6059,PORT ELIZABETH
BETHELSDORP EXT 18,,6059,PORT ELIZABETH
BETHELSDORP UIT 18,,6059,PORT ELIZABETH
BETHELSDORP EXT 19,,6059,PORT ELIZABETH
BETHELSDORP UIT 19,,6059,PORT ELIZABETH
BETHELSDORP EXT 20,,6059,PORT ELIZABETH
BETHELSDORP UIT 20,,6059,PORT ELIZABETH
BETHELSDORP EXT 21,,6059,PORT ELIZABETH
BETHELSDORP UIT 21,,6059,PORT ELIZABETH
BETHELSDORP EXT 22,,6059,PORT ELIZABETH
BETHELSDORP UIT 22,,6059,PORT ELIZABETH
BETHELSDORP EXT 23,,6059,PORT ELIZABETH
BETHELSDORP UIT 23,,6059,PORT ELIZABETH
BETHELSDORP EXT 24,,6059,PORT ELIZABETH
BETHELSDORP UIT 24,,6059,PORT ELIZABETH
BETHELSDORP EXT 25,,6059,PORT ELIZABETH
BETHELSDORP UIT 25,,6059,PORT ELIZABETH
BETHELSDORP EXT 26,,6059,PORT ELIZABETH
BETHELSDORP UIT 26,,6059,PORT ELIZABETH
BETHELSDORP EXT 27,,6059,PORT ELIZABETH
BETHELSDORP UIT 27,,6059,PORT ELIZABETH
BETHELSDORP EXT 28,,6059,PORT ELIZABETH
BETHELSDORP UIT 28,,6059,PORT ELIZABETH
BETHELSDORP EXT 29,,6059,PORT ELIZABETH
BETHELSDORP UIT 29,,6059,PORT ELIZABETH
BETHELSDORP EXT 30,,6059,PORT ELIZABETH
BETHELSDORP UIT 30,,6059,PORT ELIZABETH
BETHELSDORP EXT 31,,6059,PORT ELIZABETH
BETHELSDORP UIT 31,,6059,PORT ELIZABETH
BETHELSDORP EXT 32,,6059,PORT ELIZABETH
BETHELSDORP UIT 32,,6059,PORT ELIZABETH
BETHELSDORP EXT 33,,6059,PORT ELIZABETH
BETHELSDORP UIT 33,,6059,PORT ELIZABETH
BETHELSDORP EXT 34,,6059,PORT ELIZABETH
BETHELSDORP UIT 34,,6059,PORT ELIZABETH
BETHLEHEM,9700,9701,-
BETHLEHEM EXT 1,,9701,BETHLEHEM
BETHLEHEM UIT 1,,9701,BETHLEHEM
BETHLEHEM EXT 2,,9701,BETHLEHEM
BETHLEHEM UIT 2,,9701,BETHLEHEM
BETHLEHEM WEST,,9701,BETHLEHEM
BETHLEHEM-WES,,9701,BETHLEHEM
BETHULIE,9992,9992,-
BETTY'S BAY,7141,,KLEINMOND
BETTYSBAAI,7141,,KLEINMOND
BEVERLEY,,2191,FOUR WAYS
BEVERLEY GARDENS,,2194,JOHANNESBURG
BEVERLEY GROVE,,6070,PORT ELIZABETH
BEVERLEY HILLS,,6670,RIVERSDALE
BEVERLEY HILLS,1907,1984,MAFATSANA
BEVERLEY HILLS,,7160,GRABOUW
BEVERLEY HILLS,,3629,WESTVILLE
BEVERLEY HILLS,,6020,PORT ELIZABETH
BEVERLY PARK,,7100,EERSTE RIVER
BEYERS NAUDE,,1739,KRUGERSDORP
BEYERSPARK,,1459,BOKSBURG
BEYERSPARK EXT 1,,1459,BOKSBURG
BEYERSPARK UIT 1,,1459,BOKSBURG
BEYERSPARK EXT 12,,1459,BOKSBURG
BEYERSPARK UIT 12,,1459,BOKSBURG
BEYERSPARK EXT 13,,1459,BOKSBURG
BEYERSPARK UIT 13,,1459,BOKSBURG
BEYERSPARK EXT 14,,1459,BOKSBURG
BEYERSPARK UIT 14,,1459,BOKSBURG
BEYERSPARK EXT 15,,1459,BOKSBURG
BEYERSPARK UIT 15,,1459,BOKSBURG
BEYERSPARK EXT 16,,1459,BOKSBURG
BEYERSPARK UIT 16,,1459,BOKSBURG
BEYERSPARK EXT 17,,1459,BOKSBURG
BEYERSPARK UIT 17,,1459,BOKSBURG
BEYERSPARK EXT 19,,1459,BOKSBURG
BEYERSPARK UIT 19,,1459,BOKSBURG
BEYERSPARK EXT 2,,1459,BOKSBURG
BEYERSPARK UIT 2,,1459,BOKSBURG
BEYERSPARK EXT 20,,1459,BOKSBURG
BEYERSPARK UIT 20,,1459,BOKSBURG
BEYERSPARK EXT 22,,1459,BOKSBURG
BEYERSPARK UIT 22,,1459,BOKSBURG
BEYERSPARK EXT 23,1460,1459,BOKSBURG
BEYERSPARK UIT 23,1460,1459,BOKSBURG
BEYERSPARK EXT 24,,1459,BOKSBURG
BEYERSPARK UIT 24,,1459,BOKSBURG
BEYERSPARK EXT 26,,1459,BOKSBURG
BEYERSPARK UIT 26,,1459,BOKSBURG
BEYERSPARK EXT 3,,1459,BOKSBURG
BEYERSPARK UIT 3,,1459,BOKSBURG
BEYERSPARK EXT 30,,1459,BOKSBURG
BEYERSPARK UIT 30,,1459,BOKSBURG
BEYERSPARK EXT 35,,1459,BOKSBURG
BEYERSPARK UIT 35,,1459,BOKSBURG
BEYERSPARK EXT 4,,1459,BOKSBURG
BEYERSPARK UIT 4,,1459,BOKSBURG
BEYERSPARK EXT 5,,1459,BOKSBURG
BEYERSPARK UIT 5,,1459,BOKSBURG
BEYERSPARK EXT 6,,1459,BOKSBURG
BEYERSPARK UIT 6,,1459,BOKSBURG
BEYERSPARK EXT 7,,1459,BOKSBURG
BEYERSPARK UIT 7,,1459,BOKSBURG
BEYERSPARK EXT 8,,1459,BOKSBURG
BEYERSPARK UIT 8,,1459,BOKSBURG
BEYERSPARK EXT 81,,1459,BOKSBURG
BEYERSPARK UIT 81,,1459,BOKSBURG
BEYERSPARK EXT 87,,1459,BOKSBURG
BEYERSPARK UIT 87,,1459,BOKSBURG
BEZUIDENHOUTS VALLEY,,2094,JEPPESTOWN
BEZUIDENHOUTSVALLEI,,2094,JEPPESTOWN
BEZUIDENHOUTVILLE,,5760,ADELAIDE
BHAMBANANA,3993,,-
BHAMBAYI,4310,4309,INANDA
BHANGONOMA,3953,,-
BHEKABEZAYO,3310,,ESTCOURT
BHEKIMFUNDO,1521,,DAVEYTON
BHEKUZULU,3100,3100,VRYHEID
BHEVULA,1194,,BELFAST
BHONGWENI,4693,,KOKSTAD
BIESIESVLEI,2755,2755,LICHTENBURG
BIESIESVLEI CENTRAL,2793,,LICHTENBURG
BIG BAY,7448,7441,
BIG BAY BEACH CLUB,,7441,MILNERTON
BIG UMNGAZI,5120,,PORT ST JOHNS
BINGLEY,0436,,NYLSTROOM
BIRCH ACRES,,1618,KEMPTON PARK
BIRCH ACRES EXT 1,,1618,KEMPTON PARK
BIRCH ACRES UIT 1,,1618,KEMPTON PARK
BIRCH ACRES EXT 10,,1618,KEMPTON PARK
BIRCH ACRES UIT 10,,1618,KEMPTON PARK
BIRCH ACRES EXT 12,,1618,KEMPTON PARK
BIRCH ACRES UIT 12,,1618,KEMPTON PARK
BIRCH ACRES EXT 17,,1618,KEMPTON PARK
BIRCH ACRES UIT 17,,1618,KEMPTON PARK
BIRCH ACRES EXT 2,,1618,KEMPTON PARK
BIRCH ACRES UIT 2,,1618,KEMPTON PARK
BIRCH ACRES EXT 21,,1618,KEMPTON PARK
BIRCH ACRES UIT 21,,1618,KEMPTON PARK
BIRCH ACRES EXT 27,,1618,KEMPTON PARK
BIRCH ACRES UIT 27,,1618,KEMPTON PARK
BIRCH ACRES EXT 3,,1618,KEMPTON PARK
BIRCH ACRES UIT 3,,1618,KEMPTON PARK
BIRCH ACRES EXT 4,,1618,KEMPTON PARK
BIRCH ACRES UIT 4,,1618,KEMPTON PARK
BIRCH ACRES EXT 5,,1618,KEMPTON PARK
BIRCH ACRES UIT 5,,1618,KEMPTON PARK
BIRCH ACRES EXT 6,,1618,KEMPTON PARK
BIRCH ACRES UIT 6,,1618,KEMPTON PARK
BIRCHLEIGH,1621,1618,KEMPTON PARK
BIRCHLEIGH EXT 1,,1618,KEMPTON PARK
BIRCHLEIGH UIT 1,,1618,KEMPTON PARK
BIRCHLEIGH EXT 10,,1618,KEMPTON PARK
BIRCHLEIGH UIT 10,,1618,KEMPTON PARK
BIRCHLEIGH EXT 13,,1618,KEMPTON PARK
BIRCHLEIGH UIT 13,,1618,KEMPTON PARK
BIRCHLEIGH EXT 2,,1618,KEMPTON PARK
BIRCHLEIGH UIT 2,,1618,KEMPTON PARK
BIRCHLEIGH EXT 3,,1618,KEMPTON PARK
BIRCHLEIGH UIT 3,,1618,KEMPTON PARK
BIRCHLEIGH EXT 4,,1618,KEMPTON PARK
BIRCHLEIGH UIT 4,,1618,KEMPTON PARK
BIRCHLEIGH EXT 5,,1618,KEMPTON PARK
BIRCHLEIGH UIT 5,,1618,KEMPTON PARK
BIRCHLEIGH EXT 6,,1618,KEMPTON PARK
BIRCHLEIGH UIT 6,,1618,KEMPTON PARK
BIRCHLEIGH EXT 7,,1618,KEMPTON PARK
BIRCHLEIGH UIT 7,,1618,KEMPTON PARK
BIRCHLEIGH EXT 8,,1618,KEMPTON PARK
BIRCHLEIGH UIT 8,,1618,KEMPTON PARK
BIRCHLEIGH EXT 9,,1618,KEMPTON PARK
BIRCHLEIGH UIT 9,,1618,KEMPTON PARK
BIRCHLEIGH NORTH,,1618,KEMPTON PARK
BIRCHLEIGH-NOORD,,1618,KEMPTON PARK
BIRCHLEIGH NORTH EXT 1,,1618,KEMPTON PARK
BIRCHLEIGH-NOORD UIT 1,,1618,KEMPTON PARK
BIRCHLEIGH NORTH EXT 2,,1618,KEMPTON PARK
BIRCHLEIGH-NOORD UIT 2,,1618,KEMPTON PARK
BIRCHLEIGH NORTH EXT 3,,1618,KEMPTON PARK
BIRCHLEIGH-NOORD UIT 3,,1618,KEMPTON PARK
BIRCHWOOD,,3610,
BIRDHAVEN,,2196,JOHANNESBURG
BIRDSWOOD,3900,3900,RICHARDS BAY
BIRNAM,,2196,JOHANNESBURG
BIRNAM PARK,2015,,JOHANNESBURG
BISHO,5605,5605,-
BISHO EXT 2,,5605,BISHO
BISHO UIT 2,,5605,BISHO
BISHOP LAVIS,,7490,MATROOSFONTEIN
BISHOPSCOURT EST,,7708,CLAREMONT
BISHOPSCOURT LGD,,7708,CLAREMONT
BISHOPSGATE,4008,,DURBAN
BISHOPSTOWE,3252,,SCOTTSVILLE
BISLEY,3203,3201,PIETERMARITZBURG
BISLEY HEIGHTS,,3201,PIETERMARITZBURG
BITTERFONTEIN,8200,,-
BITYI,5103,5103,MTHATHA
BIZABONKE,3171,,PONGOLA
BIZANA,4800,,-
BLAAUBOSCH,2952,2952,OSIZWENI
BLAAUBOSCH 2,2952,2952,OSIZWENI
BLACK BANK,2952,2952,OSIZWENI
BLACK ROCK,5080,,MQANDULI
BLACKHEATH,7581,7580,KUILS RIVER
BLACKHEATH,,2195,JOHANNESBURG
BLACKHEATH EXT 1,,2195,JOHANNESBURG
BLACKHEATH UIT 1,,2195,JOHANNESBURG
BLACKHEATH EXT 3,,2195,JOHANNESBURG
BLACKHEATH UIT 3,,2195,JOHANNESBURG
BLACKHEATH EXT 6,,7580,KUILS RIVER
BLACKHEATH UIT 6,,7580,KUILS RIVER
BLACKHILL,1032,,WITBANK
BLACKRIDGE,,3201,PIETERMARITZBURG
BLACKSTREAM,5414,,LADY FRERE
BLAIRGOWRIE,,2194,RANDBURG
BLANCHEVILLE,,1034,WITBANK
BLANCO,6531,6529,GEORGE
BLANDFORD RIDGE,2021,,JOHANNESBURG
BLANWICK PARK,,1559,SPRINGS
BLESBOKFONTEIN,,1911,VANDERBIJLPARK
BLESKOP,0292,,RUSTENBURG
BLIKANA,9777,9777,-
BLIKFONTEIN,8470,,KURUMAN
BLIKKIES,,8801,UPINGTON
BLINKPAN,2250,,WITBANK
BLINKPUNT,8930,,NIEKERKSHOOP
BLINKWATER,0931,,GIYANI
BLOEKOMBOS,,7570,KRAAIFONTEIN
BLOEKOMBOS,,6850,WORCESTER
BLOEMANDA,,8345,MANKURWANE
BLOEMANDA,,9323,KAGISANONG
BLOEMANDA PHASE 2,,9323,KAGISANONG
BLOEMANDA FASE 2,,9323,KAGISANONG
BLOEMANDA PHASE 3,,9323,KAGISANONG
BLOEMANDA FASE 3,,9323,KAGISANONG
BLOEMENDAL,,6059,PORT ELIZABETH
BLOEMENDAL EXT 21,,6059,PORT ELIZABETH
BLOEMENDAL UIT 21,,6059,PORT ELIZABETH
BLOEMENDAL EXT 22,,6059,PORT ELIZABETH
BLOEMENDAL UIT 22,,6059,PORT ELIZABETH
BLOEMFONTEIN,9300,9301,-
BLOEMFONTEIN SPEED SERVICES,9329,,-
BLOEMHOF,,7530,BELLVILLE
BLOEMHOF,2660,2660,-
BLOEMPARK,,1911,VANDERBIJLPARK
BLOEMSIDE,9306,9306,BLOEMFONTEIN
BLOEMSMOND,8810,,UPINGTON
BLOEMSPRUIT,9364,9364,BLOEMFONTEIN
BLOMMEKLOOF,,6529,GEORGE
BLOMMENDAL,,7530,BELLVILLE
BLOMNEK,,6651,OUDTSHOORN
BLOMPARK EXTENSION,,7220,GANS BAY
BLOMPARK UIT,,7220,GANS BAY
BLOMTUIN EST,,7530,BELLVILLE
BLOMTUIN LGD,,7530,BELLVILLE
BLOMVLEI,,7530,BELLVILLE
BLOMVLEI EST,,7780,LANSDOWNE
BLOMVLEI LGD,,7780,LANSDOWNE
BLOOD RIVER,3102,,VRYHEID
BLOEDRIVIER,3102,,VRYHEID
